id,question_number,lesson_name,lesson_group,topic,year,pdf_name,question_text,option_a,option_b,option_c,option_d,correct_option,difficulty,explanation
e633359e-87eb-48b7-887e-9c232464413c,1,Türkçe,Genel Dersler,Yazım Yanlışları,,sgs_2022_2_lisans_a_grubu_ingilizce.pdf,Aşağıdaki cümlelerin hangisinde yazım yanlışı yoktur?,"A) Broşür, teknik doküman ve sertifikalara aşağıdaki bağlantıdan ulaşabilirsiniz.",B) Serviste arabasının renginin orjinal olmadığını söylediler.,"C) Öz güveni eksik olan bir insan, insiyatif kullanmaktan korkar.","D) Yıllar önce, evinin kapısına ünvanını yazan bir akademisyenle çalışmıştım.",A,kolay,
ff2f34a6-0a2d-4428-95c2-34b01f71c4a8,2,Matematik,Genel Dersler,Fonksiyon,,sgs_2022_2_lisans_a_grubu_ingilizce.pdf,"Pozitif gerçel sayılar kümesi üzerinde tanımlı 𝒇 ve 𝒈 fonksiyonları, 𝒇(𝒙) = 𝟐√𝒙+𝟏 ve 𝒈(𝒙) = 𝟑𝒙+𝟕 şeklindedir. Buna göre 𝒇(𝒈(𝟑)) değeri nedir?",A) 4,B) 6,C) 7,D) 9,D,orta,
21d44e61-ac8d-4818-94be-f854952b87a6,3,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2022_2_lisans_a_grubu_ingilizce.pdf,Aşağıdakilerden hangisi Millî Mücadele yıllarında Osmanlı Hükûmeti tarafından kurulmuştur?,A) Heyet-i Nasiha,B) Kuva-yı Seyyare,C) Kuva-yı Milliye,D) Heyet-i Temsiliye,A,orta,
570a582f-4a53-4c3e-af62-3ada3514c390,4,İngilizce,Genel Dersler,Grammar,,sgs_2022_2_lisans_a_grubu_ingilizce.pdf,Your eyes start hurting ---- you work on the computer too long.,A) however,B) but,C) though,D) before,E,kolay,
c310db97-c7ab-4184-88f7-bb8e511711c3,5,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2022_2_lisans_a_grubu_ingilizce.pdf,İşletme kayıtlarına 140.000 ₺ olarak aktardığı 10.000 € nominal değerli borç senedinin reeskont tutarını 560 € olarak hesaplamıştır. Değerleme gününde 1 € = 15 ₺ olduğuna göre borç senedinin tasarruf değeri kaç ₺’dir?,A) 8.400,B) 10.000,C) 131.600,D) 141.600,C,zor,
cd1c7dbf-309a-4642-b2bf-cafa413a873c,1,Türkçe,Genel Dersler,Cümle Yapısı,,sgs_2023_1_lisans_a_grubu_ingilizce KOPYALANMIYOR.pdf,"Haydarpaşa'dan 15.45'te kalkan katar, ufacık fakat cesur bir oyuncak gibi geçiyor bozkırı. Aşağıdaki cümlelerden hangisi ögelerinin dizilişi bakımından yukarıdaki cümleyle özdeştir?","A) Sakaryalı Şahin, ağzının içinde ağlayan bir düdük varmış gibi konuşuyordu kahvenin içinde.",B) Fabrika bacasından simsiyah bir duman tütüyordu gökyüzüne doğru.,"C) Onlar, bu kibirli ve kısır toprağın ortasında insan soyunun emeği, aklı ve ümidi gibi güzeldiler.","D) Mevzideki biricik silahsız adam, küçücük ama nasırlı elleriyle yıkadı taburun yemekhanesindeki bütün bulaşıkları.",C,orta,
faf97cf0-3b05-4443-8799-30928d32c7d7,2,Matematik,Genel Dersler,Limit,,sgs_2023_1_lisans_a_grubu_ingilizce KOPYALANMIYOR.pdf,lim x→0 sin(sinx)/(1−ln[(1−x)e]) limitinin değeri aşağıdakilerden hangisidir?,A) 1,B) 2,C) e,D) 3,C,zor,
502aeb2d-0874-4026-9b7a-242a54f2f0b8,3,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet Dönemi,,sgs_2023_1_lisans_a_grubu_ingilizce KOPYALANMIYOR.pdf,"Cumhuriyet dönemindeki Takrîr-i Sükûn Kanunu, aşağıdaki isyanlardan hangisini bastırmak için çıkarılmıştır?",A) Koçgiri İsyanı,B) Şeyh Sait İsyanı,C) 31 Mart Olayı,D) Menemen Olayı,B,orta,
7a15bc51-a546-48c6-8cad-6829ec3ee0ae,4,İngilizce,Genel Dersler,Grammar,,sgs_2023_1_lisans_a_grubu_ingilizce KOPYALANMIYOR.pdf,"Pythons, the giant snakes of Africa, Australia, and South Asia, tend to strike their prey ---- from a hidden position.",A) suddenly,B) kindly,C) fortunately,D) honestly,A,orta,
3fbdbdc5-02f6-408c-891b-35b033a83b53,5,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2023_1_lisans_a_grubu_ingilizce KOPYALANMIYOR.pdf,Bir fabrikaya 20 yeni çalışan alınmıştır. Yeni alınan çalışanların %25’i mühendis olup fabrikadaki mühendis sayısı tüm çalışanların %10’undan %15’ine çıkmıştır. Fabrikada işten ayrılan çalışan olmadığına göre son durumda fabrikada toplam kaç çalışan vardır?,A) 50,B) 60,C) 65,D) 75,C,orta,
74418b43-0dbd-4073-901a-6484d6b26ccc,1,Türkçe,Genel Dersler,Öge Dizilişi,,sgs_2023_3_lisans_a_grubu_ingilizce.pdf,"Kültürel birikim ve yazınsal üretim açısından oldukça varsıl bir ülke olan Türkiye'de yazar müze evleri ve kütüphaneleri her yıl artmaktadır. Aşağıdaki cümlelerden hangisi, öge dizilişi bakımından yukarıdaki cümleyle özdeştir?",A) Türkiye'deki yazar müze evlerinin en başarılı örnekleri İstanbul'dadır.,B) Türkiye'nin en önemli yazar müze evlerinden biri olan Aşiyan Müzesi'nde Tevfik Fikret'in eşya ve kitapları büyük bir titizlikle korunmaktadır.,C) Avrupa'nın en önemli yazar müze evlerinden Kafka Müzesi'ne ev sahipliği yapan Çekya'da on iki yazar müze evi bulunmaktadır.,D) Samanpazarı'ndan Çıkrıkçılar Yokuşu'na doğru yürürken Ankara romanının ana karakteri Selma'nın Tacettin Mahallesi'nde nasıl yaşadığını hayal ediyorum.,C,orta,
7a39867c-424e-4c4f-81bc-bd7c2f069272,2,Türkçe,Genel Dersler,Yazım Kuralları,,sgs_2023_3_lisans_a_grubu_ingilizce.pdf,Aşağıdaki seçeneklerden hangisinde kesme işareti (') yanlış kullanılmıştır?,A) Kurtuluş Savaşı'nın adsız kahramanlarına çok şey borçluyuz.,B) Serbest Muhasebeci Mali Müşavirlik ve Yeminli Mali Müşavirlik Kanunu'nun amaçlarından biri de işletmelerde faaliyetlerin ve işlemlerin sağlıklı ve güvenilir şekilde işleyişini sağlamaktır.,C) Bakanlar Kurulu’nun yıllar önce almış olduğu bir karar tartışmalara yol açmıştı.,D) Sanat tarihçileri Esma Sultan Yalısı'nın neoklasik bir eser olduğunu söylüyorlar.,C,kolay,
c6825436-896a-4de9-b8c4-cdf230da99a4,3,Matematik,Genel Dersler,Denklemler,,sgs_2023_3_lisans_a_grubu_ingilizce.pdf,a ve b birer rakam olmak üzere beş basamaklı 24a5b doğal sayısı 15 ile tam bölünebilmektedir. Buna göre a rakamının alabileceği en büyük değer kaçtır?,A) 5,B) 6,C) 7,D) 8,C,orta,
226dd159-cc59-470e-9c03-47e4ba8622f1,4,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2023_3_lisans_a_grubu_ingilizce.pdf,"İtilaf Devletleri, Birinci Dünya Savaşı sırasında Osmanlı Devleti’ni paylaşmak için kendi aralarında birtakım gizli anlaşmalar imzalamıştır. Aşağıdaki antlaşmalardan hangisi İtalya’ya toprak vaat eden antlaşmadır?",A) Saint Jean de Maurienne,B) İstanbul,C) Sykes-Picot,D) Uşi (Ouchy),A,zor,
da535076-8b99-4133-ab5e-b6d66a61f745,5,İngilizce,Genel Dersler,Grammar,,sgs_2023_3_lisans_a_grubu_ingilizce.pdf,Artisans in ancient civilizations ---- glass objects primarily for decorative and ritualistic purposes.,A) are making,B) made,C) were made,D) will make,B,orta,
d7bd18a3-da57-4a6a-97e0-934d9cbd4b30,1,Türkçe,Genel Dersler,Anlatım Bozukluğu,,sgs_2024_2_lisans_a_grubu_ingilizce.pdf,"“Beni gözünden sakınan, el üstünde tutan, değer veren tek dostumdu o.” cümlesindeki anlatım bozukluğunun nedeni aşağıdakilerden hangisidir?",A) Nesne eksikliği,B) Yardımcı eylem eksikliği,C) Dolaylı tümleç eksikliği,D) Özne eksikliği,A,orta,
ff102d91-8cba-4bec-9b43-7fde4e94f917,2,Matematik,Genel Dersler,Denklemler,,sgs_2024_2_lisans_a_grubu_ingilizce.pdf,"𝒂, 𝒃 ve 𝒄 pozitif tamsayılar olmak üzere; 3𝒂 + 𝒃 + 2𝒄 sayısının çift sayı olduğu biliniyor. Buna göre; I. 2𝑎 + 𝑐 II. 𝑎 + 𝑏 III. 𝑎𝑏 + 𝑎 sayılarından hangisi/hangileri kesinlikle çift sayıdır?",A) Yalnız II,B) Yalnız III,C) I ve II,D) I ve III,C,orta,
0b08e1bf-da20-42e3-9c33-ef1f3d5ffa42,3,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet Dönemi,,sgs_2024_2_lisans_a_grubu_ingilizce.pdf,Cumhuriyetin ilk yıllarında “yabancı okullar sorunu” devleti uğraştıran önemli sorunlardan biri olmuştur. Bu konuda Türkiye hangi ülke ile anlaşmazlık yaşamıştır?,A) İtalya,B) ABD,C) İngiltere,D) Fransa,D,orta,
e2185d4c-58b2-4732-b6a6-d0122b7ff2c0,4,İngilizce,Genel Dersler,Grammar,,sgs_2024_2_lisans_a_grubu_ingilizce.pdf,"In today’s world, there are innovative technologies ---- have changed the idea of producing sustainable energy.",A) who,B) which,C) whose,D) whom,B,orta,
faa25bd6-b536-4f69-8df6-9d0ef1e2a212,5,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2024_2_lisans_a_grubu_ingilizce.pdf,"A iş yerinde çalışanların %25’i, B iş yerinde çalışanların ise %50’si kadındır. Bu iki iş yerinde çalışanların tamamının %40’ı kadın olduğuna göre, A iş yerinde çalışanların sayısının B iş yerinde çalışanların sayısına oranı kaçtır?",A) 1/3,B) 3/5,C) 2/3,D) 3/4,C,orta,
381d18eb-054c-4f83-bb16-dd873442b80f,1,Türkçe,Genel Dersler,Anlatım Bozukluğu,,sgs_2025_1_lisans_a_grubu_ingilizce.pdf,"“Çarpık kentleşme, kentin doğal, kültürel ve tarihsel dokusunu bozuyor, yaşanmaz hâle getiriyor.” cümlesindeki anlatım bozukluğunun benzeri, aşağıdakilerin hangisinde vardır?",A) ...,B) ...,C) ...,D) ...,C,orta,
5b13d19d-009d-4719-a6ff-2a428c01e472,2,Türkçe,Genel Dersler,Noktalama İşaretleri,,sgs_2025_1_lisans_a_grubu_ingilizce.pdf,“Tren bir istasyonda durunca kapı gürültü ile açıldı ( ) Bize ( ) “Ayaklar yukarı ( )” diye bağırdılar ( ) hepimiz emre itaet ettik ( ) İçeriye demirden yapılmış ( ) vagonun zemini uzunluğunda yayvan bir sanduka sürdüler.” Yukarıdaki parçada ayraçlarla ( ) belirtilen yerlere getirilmesi gereken noktalama işaretleri aşağıdaki hangi seçenekte doğru verilmiştir?,A) ...,B) ...,C) ...,D) ...,B,orta,
5654f12b-e471-4bdd-9625-ca49b60b649f,3,Matematik,Genel Dersler,Limit,,sgs_2025_1_lisans_a_grubu_ingilizce.pdf,𝐥𝐢𝐦 𝒏→∞ √𝟐𝟕𝒏𝟓−𝟏𝟔𝒏−𝟏 𝟑 √𝟖𝒏𝟓−𝟏 𝟑 limitinin sonucu aşağıdakilerden hangisidir?,A) −∞,B) 0,C) 27/8,D) 3/2,C,zor,
1ee6a465-7278-4111-93ac-f2d1884cc87d,4,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet,,sgs_2025_1_lisans_a_grubu_ingilizce.pdf,Milletler Cemiyeti (Cemiyet-i Akvam) aşağıdaki konferanslardan hangisinin sonucunda kurulmuştur?,A) Paris Barış Konferansı,B) Londra Konferansı,C) Kahire Konferansı,D) Quebec Konferansı,A,orta,
55ae0e21-6f18-4671-abf5-f38890f3b250,5,İngilizce,Genel Dersler,Grammar,,sgs_2025_1_lisans_a_grubu_ingilizce.pdf,"Visitors ---- present a valid ID when renting a bicycle in the city centre, as per municipal regulations.",A) would,B) must,C) can,D) might,B,orta,
81c25ba0-5266-4c98-b68d-5f4a9b72c32d,6,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2025_1_lisans_a_grubu_ingilizce.pdf,E İşletmesi D A.Ş.’ye ait borsa rayici 6 ₺ olan hisse senetlerinden spekülatif amaçlı olarak 2.000 adet satın almıştır. Bu bilgilere göre E İşletmesinin yapacağı kayıtta aşağıdaki hesaplardan hangisinin kullanımı doğrudur?,A) İştirakler hesabı 12.000 ₺ borçlandırılır.,B) Hisse Senetleri hesabı 6.000 ₺ borçlandırılır.,C) Bankalar hesabı 27.054 ₺ alacaklandırılır.,D) Bağlı Ortaklıklar hesabı 15.000 ₺ borçlandırılır.,B,zor,
d680a0e0-38fd-403d-a42a-26584ef870fa,1,Türkçe,Genel Dersler,anlatım bozukluğu,,sgs_2025_3_lisans_b_grubu_ingilizce.pdf,"Yukarıdaki metinde yazar, düşüncesini geliştirmek için en çok hangi yola başvurmuştur?",A) Tanık gösterme ve alıntı yapma,B) Betimleme,C) Tanımlama,D) Karşılaştırma,A,orta,
2f25db8e-8976-4fec-a502-d1af9df02a2a,2,Matematik,Genel Dersler,oran,,sgs_2025_3_lisans_b_grubu_ingilizce.pdf,Aşağıdaki işlemlerden hangisi yanlıştır?,A) 2 + 2 = 4,B) 3 * 3 = 9,C) 5 - 2 = 3,D) 6 / 2 = 4,D,orta,
ee63f9d8-dc2b-4b21-9064-eac18cbd5be2,3,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2025_3_lisans_b_grubu_ingilizce.pdf,Osmanlı Devleti'nin kuruluş tarihi nedir?,A) 1299,B) 1453,C) 1517,D) 1683,A,orta,
7b517ada-517b-46ec-8234-3b8b605bce41,4,İngilizce,Genel Dersler,grammar,,sgs_2025_3_lisans_b_grubu_ingilizce.pdf,Which of the following sentences is correct?,A) She go to school.,B) She goes to school.,C) She gone to school.,D) She going to school.,B,orta,
e8c63137-e1f1-4b44-a5bb-1d4c5b997c53,5,Mali Tablolar Analizi,Muhasebe,bilanço,,sgs_2025_3_lisans_b_grubu_ingilizce.pdf,Bilanço nedir?,A) Gelir tablosu,B) Varlıkların ve yükümlülüklerin listesi,C) Nakit akış tablosu,D) Karşılaştırmalı tablo,B,orta,
3567eb4b-253f-40b2-8bc0-c22e567aaf57,1,Türkçe,Genel Dersler,anlatım bozukluğu,,sgs_2022_1_lisans_a_grubu_ingilizce soru kopyalanmıyor.pdf,Aşağıdaki cümlelerin hangisinde bir anlatım bozukluğu yoktur?,A) ...,B) ...,C) ...,D) ...,C,kolay,
4837ad28-b6cd-4ae3-99b6-abff74cf7a06,2,Matematik,Genel Dersler,oran,,sgs_2022_1_lisans_a_grubu_ingilizce soru kopyalanmıyor.pdf,"Bir 𝑪 noktası,  𝑨𝑩 doğru parçasını |𝑨𝑪|/|𝑩𝑪| = 𝟒 oranında dıştan bölüyor. 𝑨(𝟑, 𝟏), 𝑩(𝟗, −𝟓) olduğuna göre 𝑨𝑩 doğru parçasının orta noktasının 𝑨𝑪 doğru parçasının orta noktasına uzaklığı kaç birimdir?",A) 1,B) 2,C) √2,D) √3,B,orta,
db2b4d21-b3f2-4a9c-a0ad-9d43adf78367,3,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet,,sgs_2022_1_lisans_a_grubu_ingilizce soru kopyalanmıyor.pdf,"Millî Mücadele döneminde aşağıdaki gelişmelerden hangisi, Mustafa Kemal Paşa'nın Samsun'a ayak basması öncesinde gerçekleşmiştir?",A) ...,B) ...,C) ...,D) ...,D,orta,
0b1930bd-d715-48a5-8347-1297a943f967,4,İngilizce,Genel Dersler,grammar,,sgs_2022_1_lisans_a_grubu_ingilizce soru kopyalanmıyor.pdf,The birth of statistics is often dated to 1662 when John Graunt ---- early human statistical and census methods.,A) was developing,B) has developed,C) developed,D) is developing,C,kolay,
32f30aa9-b938-48e2-9735-2c786f241b68,5,Mali Tablolar Analizi,Muhasebe,bilanço,,sgs_2022_1_lisans_a_grubu_ingilizce soru kopyalanmıyor.pdf,Aşağıdaki işlemlerden hangisi muhasebe dışı envanter işlemi değildir?,A) ...,B) ...,C) ...,D) ...,C,orta,
f66aafa6-ea01-4f80-8647-06a7e898b936,1,Türkçe,Genel Dersler,Paragraf,,sgs_2024_1_lisans_a_grubu_ingilizce.pdf,Yukarıdaki numaralandırılmış cümlelerden kurallı ve anlamlı bir paragraf oluşturulmak istenirse paragrafın dördüncü cümlesi aşağıdakilerden hangisi olur?,A) I,B) II,C) III,D) IV,D,orta,
56677503-d6d3-49f0-9329-ff17e1d7a6ed,2,Türkçe,Genel Dersler,Dil Bilgisi,,sgs_2024_1_lisans_a_grubu_ingilizce.pdf,Aşağıdaki cümlelerde altı çizili sözcüklerden hangisi gerçek anlamının dışında kullanılmıştır?,A) Yalnız çocukların değil büyüklerin de merakla beklediği film gösterime girdi.,B) Biriyle tanıştığınızda önce farklılıklarınızı görürsünüz ama zamanla benzerlikleri fark edersiniz.,"C) Kariyeri boyunca bir ödül töreninde, kürsüde konuşma yapmamış nice oyuncu var.",D) Köyün dışındaki bu eski ev kim bilir kaç farklı hikâyeye tanıklık etti.,E,orta,
c748ae93-c033-4dc1-a23a-813f43a72728,3,Matematik,Genel Dersler,Denklem,,sgs_2024_1_lisans_a_grubu_ingilizce.pdf,𝒚 = 𝒆𝒔𝒊𝒏(𝒙𝟐) olmak üzere 𝒅𝒚/𝒅𝒙 (√𝝅) türevinin değeri kaçtır?,A) -2√𝜋,B) -𝜋,C) 1,D) √𝜋,D,zor,
83836a4a-e451-4d03-89ce-1b08dad2e45d,4,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2024_1_lisans_a_grubu_ingilizce.pdf,Aşağıdaki gelişmelerden hangisi Osmanlı hanedanının yurt dışına çıkarılmasıyla doğrudan ilgilidir?,A) Saltanatın kaldırılması,B) Lozan Barış Antlaşması’nın imzalanması,C) Cumhuriyetin ilan edilmesi,D) Halifeliğin kaldırılması,A,orta,
c7dead4a-c7f4-4c95-a7cc-c9212853aeca,5,İngilizce,Genel Dersler,Grammar,,sgs_2024_1_lisans_a_grubu_ingilizce.pdf,"Nowadays, modern food preservation techniques ---- the shelf life of food products, significantly reducing waste and improving food security.",A) were extended,B) are extending,C) are extended,D) were extending,C,orta,
e3ce3fc8-894a-4e09-9d7a-7da996ab3680,1,Türkçe,Genel Dersler,Sözcük Türleri,,sgs_2024_3_lisans_a_grubu_ingilizce.pdf,Yukarıdaki şiirde aşağıdaki sözcük türlerinden hangisi yoktur?,A) Ad,B) Belirteç (zarf),C) İlgeç (edat),D) Sıfat,C,kolay,
b9c1c654-1827-469f-a1d0-e74b2b985d44,2,Türkçe,Genel Dersler,Anlatım Bozukluğu,,sgs_2024_3_lisans_a_grubu_ingilizce.pdf,Yukarıdaki sözleri söyleyen kişi aşağıdakilerden hangisini vurgulamaktadır?,A) Özveriyi,B) Birikimi,C) Yeteneği,D) Hayal gücünü,B,orta,
794f135b-fd42-4b8d-8a72-07181fd1ecff,3,Matematik,Genel Dersler,Denklem,,sgs_2024_3_lisans_a_grubu_ingilizce.pdf,"𝑓(𝑥) = 𝑥²(1 − 𝑥³) ile tanımlı 𝑓: ℝ → ℝ fonksiyonunun [0, 1] aralığı üzerinde aldığı en büyük değer ile en küçük değerin toplamı kaçtır?",A) 4/5,B) (3/5)^(1/3),C) 3/5(2/5)^(2/3),D) 2/5,A,zor,
e5b585e9-de7b-4dd8-96c0-6a54a4b051c0,4,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2024_3_lisans_a_grubu_ingilizce.pdf,Osmanlı Devleti’nde “Kabakçı Mustafa İsyanı” ile tahttan indirilen padişah aşağıdakilerden hangisidir?,A) III. Selim,B) IV. Mustafa,C) III. Ahmet,D) II. Mahmut,B,orta,
e6f0e1fd-c78d-442d-8759-4a2e83f4649a,5,İngilizce,Genel Dersler,Grammar,,sgs_2024_3_lisans_a_grubu_ingilizce.pdf,Researchers ---- follow strict rules when they do experiments if they need to get accurate and reliable results.,A) had to,B) could,C) would,D) have to,D,kolay,
6b4bc040-a07e-4c6a-a16f-694921afc7ee,6,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2024_3_lisans_a_grubu_ingilizce.pdf,"İşletmenin bankadan 1.10.2024 tarihinde sağladığı 6 ay vadeli, anapara ve faiz geri ödemesi vade sonunda yapılacak krediyle ilgili olarak kredinin kullanıldığı tarih ile bilanço günü arasında geçen günlere ilişkin faiz işletme tarafından hesaplanarak muhasebeleştirilecektir. Bu işlemin muhasebeleştirilmesiyle ilgili aşağıdakilerden hangisi doğrudur?",A) Banka Kredileri hesabının alacak tarafına kayıt yapılır.,B) Finansman Giderleri hesabının alacak tarafına kayıt yapılır.,C) Gider Tahakkukları hesabının alacak tarafına kayıt yapılır.,D) Alınan Avanslar hesabının borç tarafına kayıt yapılır.,C,orta,
d7ca9567-2278-4bf0-8aac-5a8cfcf41e6e,7,Maliye,Finans,Bütçe,,sgs_2024_3_lisans_a_grubu_ingilizce.pdf,"Kamu harcamaları artış oranı %A olmuştur. A, aşağıdakilerden hangisi ise kamu harcamalarında kesinlikle bir “gerçek” artıştan bahsedilebilir?",A) 5,B) 7,C) 10,D) 14,C,kolay,
0e0c1334-1eff-4bd6-a2d0-29d18d79f55f,1,Türkçe,Genel Dersler,Yazım,,sgs_2025_2_lisans_a_grubu_ingilizce.pdf,Aşağıdaki altı çizili ifadelerden hangisinin yazımı yanlıştır?,"A) Zamanın altüst etmediği, er ya da geç sürükleyip götürmediği hiç bir şey yoktur.","B) Günümüzün krizi, hayata anlam ve yön verebilecek her şeyin kopup gitmesidir.","C) Ne yaparsan yap, pişman öleceksin. Belki yaptıklarından, belki de yapmadıklarından.","D) Siz yardım edilmiş yoksullar istiyorsunuz, biz ise ortadan kaldırılmış yoksulluk.",A,kolay,
8ce8c590-02c3-40bb-a67d-992f95f4e090,2,Matematik,Genel Dersler,Denklem,,sgs_2025_2_lisans_a_grubu_ingilizce.pdf,𝑦 = 2𝑥 + 3 doğrusunun eğimi nedir?,A) 1,B) 2,C) 3,D) 4,B,orta,
4504d372-d794-442f-9db9-b5dad01d5780,3,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet,,sgs_2025_2_lisans_a_grubu_ingilizce.pdf,"Mustafa Kemal Paşa, 'Siz orada yalnız düşmanı değil, milletin makûs talihini de yendiniz' sözünü hangi zafer için söylemiştir?",A) 30 Ağustos Zaferi,B) Birinci İnönü Zaferi,C) Dumlupınar Zaferi,D) Sakarya Zaferi,A,kolay,
