id,question_number,lesson_name,lesson_group,topic,year,pdf_name,question_text,option_a,option_b,option_c,option_d,correct_option,difficulty,explanation
62928dbd-c383-427d-b912-4b8e1935efd3,4,İngilizce,Genel Dersler,Grammar,,sgs_2025_2_lisans_a_grubu_ingilizce.pdf,"Wooden dolls, which have remained popular ---- centuries, are still made by hand ---- many regions of Eastern Europe.",A) of / on,B) for / in,C) during / at,D) by / of,B,kolay,
9b5c306a-c5c2-4e5a-9f11-32e945e68d07,5,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2025_2_lisans_a_grubu_ingilizce.pdf,Aşağıdaki muhasebe kaydında hangi hesap borçlandırılmalıdır?,A) 102 BANKALAR,B) 649 DİĞER OLAĞAN GELİR VE KÂRLAR,C) 181 GELİR TAHAKKUKLARI,"D) 253 TESİS, MAKİNE VE CİHAZLAR",C,orta,
82b6c60b-57f4-4b66-85e6-989b836ec81a,3,Tarih - Genel Kültür,Genel Dersler,Tarih - Genel Kültür,,sgs_2026_1_lisans_a_grubu_ingilizce.pdf,Osmanlı aile hukukunu düzenleyen Hukuk-ı Aile Kararnamesi aşağıdaki hangi padişah döneminde çıkarılmıştır?,A) III. Selim,B) II. Abdülhamit,C) II. Mahmut,D) V. Mehmet Reşat,C,orta,
4abe6123-2d2e-4947-be17-ea1a40d06372,4,Almanca,Genel Dersler,İşçi,,sgs_2019_2_lisans_a_grubu_almanca.pdf,"4857 sayılı İş Kanunu’na göre, aşağıdaki hâllerden hangisi işverenin eşit işlem yapma borcuna aykırıdır?",A) İşyerinde işe yeni alınan işçi ile aynı konumda çalışan ancak yirmi yıllık kıdemi bulunan işçi arasında kıdem farkı gerekçe gösterilerek farklı düzeyde ücretin ödendiği durum,B) Biyolojik veya işin niteliğine ilişkin sebeplerin zorunlu kılması nedeniyle işverenin iş ilişkisinin kurulmasında işçinin gebeliği nedeniyle farklı işlemde bulunduğu durum,"C) İşyerinde belirsiz süreli iş sözleşmesiyle çalışan işçilerin yılda bir hak kazandığı ikramiyeden, işyerinde altı aylık belirli süreli iş sözleşmesiyle çalışan işçinin çalışma süresi ile orantılı olarak yararlandırılmadığı durumda",D) Biyolojik veya işin niteliğine ilişkin sebeplerin zorunlu kılması nedeniyle işverenin iş ilişkisinin kurulmasında işçinin cinsiyeti nedeniyle farklı işlemde bulunduğu durumda,A,orta,A şıkkı doğrudur çünkü kıdem farkı gerekçe gösterilerek farklı ücret ödenmesi eşit işlem yapma borcuna aykırıdır.
774640c3-e018-49e9-9f12-7a502f9d4f98,2,Türkçe,Genel Dersler,Noktalama,,sgs_2016_2_lisans_a_grubu_almanca.pdf,Ertesi sabah saat 08( )30’da işe koyulmuşlardı( ) İşlerin tamamını bir günde bitirmeleri( ) paketleyip sahiplerine ulaştırmaları mümkün değildi( ) Ayraçla boş bırakılan yerlere sırasıyla aşağıdaki noktalama işaretlerinden hangisi getirilmelidir?,A) (.) (.) (;) (!) ,B) (.) (:) (;) (.),C) (-) (.) (;) (.),"D) (.) (.) (,) (.)",B,orta,B şıkkı doğrudur çünkü cümledeki noktalama işaretleri doğru bir şekilde yerleştirilmiştir.
d4c4db57-8fce-42f8-b539-8eb5f6a969f8,3,Matematik,Genel Dersler,Denklem,,sgs_2016_2_lisans_a_grubu_almanca.pdf,"x = √2 – 1 olduğuna göre, x(x+1)(x+2) çarpımının sonucu kaçtır?",A) -1,B) 0,C) 1,D) √2,B,orta,B şıkkı doğrudur çünkü x değerini yerine koyduğumuzda çarpım 0 çıkmaktadır.
cdf46cea-daea-40ff-be66-25adc730bbc2,4,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet,,sgs_2016_2_lisans_a_grubu_almanca.pdf,"Sivas Kongresi’nde alınan kararları uygulama görevi, aşağıdakilerden hangisine verilmiştir?",A) Felah-ı Vatan Grubu,B) Heyet-i Temsiliye,C) Mebusan Meclisi,D) Ayan Meclisi,B,orta,B şıkkı doğrudur çünkü Sivas Kongresi'nde alınan kararları uygulama görevi Heyet-i Temsiliye'ye verilmiştir.
93bf6d53-ec24-446c-ae78-9b7e245f07bf,5,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2016_2_lisans_a_grubu_almanca.pdf,"İşletme 200.000 TL tutarındaki kârı dağıtma kararı almıştır. Buna göre, hesaplanan I. tertip ve II. tertip yedek akçe tutarı 30.000 TL, ana sözleşme gereğince ayrılacak yedek akçe tutarı 60.000 TL’dir. Kâr dağıtımına ilişkin yapılacak kayıtla ilgili aşağıdakilerden hangisi doğrudur?",A) Statü Yedekleri hesabı 60.000 TL alacaklandırılır.,B) Ortaklara Borçlar hesabı 200.000 TL alacaklandırılır.,C) Yasal Yedekler hesabı 30.000 TL borçlandırılır.,D) Dönem Net Kârı hesabı 200.000 TL borçlandırılır.,C,orta,C şıkkı doğrudur çünkü yasal yedekler hesabı borçlandırılmalıdır.
c0c9c3a6-08bb-4559-9d12-5426cfab3683,1,Türkçe,Genel Dersler,Anlatım Bozukluğu,,sgs_2017_2_lisans_a_grubu_almanca.pdf,"Üvey annem yine gemiyi azıya aldı, beni bir yardan atıp kanıma ekmek doğramak istiyordu. Yukarıdaki cümlede anlatım bozukluğu, aşağıdakilerden hangisi ile giderilir?",A) “yar” sözcüğü yerine “uçurum” sözcüğü kullanılarak,B) “gemiyi” sözcüğü yerine “gemi” sözcüğü kullanılarak,C) “beni” sözcüğü cümleden atılarak,D) “azıya” sözcüğü yerine “azığa” sözcüğü kullanılarak,D,kolay,D şıkkı doğrudur çünkü ‘azıya’ kelimesi yanlış kullanılmıştır.
cf02ae11-04b4-4318-910d-d676336f5385,2,Matematik,Genel Dersler,Denklem,,sgs_2017_2_lisans_a_grubu_almanca.pdf,1/(x-4) = 1/(2x-3) denklemini sağlayan x aşağıdakilerden hangisidir?,A) -1,B) 0,C) 1,D) 2,D,orta,D şıkkı doğrudur çünkü x=2 denklemi sağlar.
7a70baa4-62ae-43ce-98c6-92bc82a2d8a3,3,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet,,sgs_2017_2_lisans_a_grubu_almanca.pdf,Türkiye Cumhuriyeti'nin kuruluş tarihi aşağıdakilerden hangisidir?,A) 1920,B) 1923,C) 1938,D) 1945,B,orta,B şıkkı doğrudur çünkü Türkiye Cumhuriyeti 1923'te kurulmuştur.
e2e4649c-e507-41da-9f95-65f0b1c1ab95,4,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2017_2_lisans_a_grubu_almanca.pdf,Aşağıdaki hesaplardan hangisi bilanço aktifinde yer almaz?,A) Nakit,B) Alacaklar,C) Stoklar,D) Kısa Vadeli Borçlar,D,orta,D şıkkı doğrudur çünkü kısa vadeli borçlar pasifte yer alır.
9b4d5147-26df-4bbd-8d71-4140813d26f4,5,Muhasebe Standartları,Muhasebe,TMS,,sgs_2017_2_lisans_a_grubu_almanca.pdf,"TMS 1'e göre, finansal tabloların sunumunda hangi ilke geçerlidir?",A) Süreklilik,B) Dikkatli Olma,C) Önemlilik,D) Tutarlılık,A,zor,A şıkkı doğrudur çünkü süreklilik ilkesi finansal tabloların sunumunda temel bir ilkedir.
eaa98440-c02c-4dee-b759-f8d6dd54e95b,1,Türkçe,Genel Dersler,Yazım Yanlışları,,sgs_2018_1_lisans_a_grubu_almanca.pdf,Aşağıdakilerin hangisinde yazım yanlışı yoktur?,"A) Çok kibar bir insandı; büyük küçük demez, herkesin hatrını sayardı.",B) Çocuklarını büyütebilmek için verimsiz toprakda çok sıkı çalışıyorlardı.,"C) Önüne patates, samırsak ve lahanadan yapılmış çorbamsı bir yemek kondu.",D) Her iki ailede de evlenmeler ve doğumlar aşağı yukarı aynı zamana raslamıştı.,A,kolay,A şıkkı doğrudur çünkü yazım yanlışı yoktur.
71b185bd-2f11-4c48-893f-9ca16b8c8169,2,Matematik,Genel Dersler,Denklemler,,sgs_2018_1_lisans_a_grubu_almanca.pdf,"Denklemi nx + 2y - 4 = 0 olan doğru (-2,1) noktasından geçtiğine göre, n kaçtır?",A) -3,B) -1,C) 0,D) 1,B,orta,B şıkkı doğrudur çünkü denklemi sağlayan n değeri -1'dir.
be2df2bc-81b2-4529-8843-213a59d29237,3,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2018_1_lisans_a_grubu_almanca.pdf,Aşağıdaki padişah-yenilik eşleştirmelerinden hangisi yanlıştır?,A) II. Abdülhamit: Kanun-i Esasi’nin yürürlüğe girmesi,B) Abdülaziz: Sened-i İttifak’ın imzalanması,C) II. Mahmut: Harbiye’nin açılması,D) Abdülmecit: Tanzimat Fermanı’nın ilan edilmesi,B,orta,B şıkkı yanlıştır çünkü Sened-i İttifak Abdülmecit döneminde imzalanmıştır.
06e079d7-bc63-4c21-b37e-9aab8ed22cb1,4,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2018_1_lisans_a_grubu_almanca.pdf,"XYZ A.Ş.’nin genel kurul kararıyla ayrılması gereken yedek tutarını 20.000 ₺’dir. Buna göre, doğru muhasebe kaydı aşağıdakilerden hangisidir?",A) 570 GEÇMİŞ YILLAR KÂRLARI 520 HİSSE SENETLERİ İHRAÇ PRİMLERİ 20.000,B) 570 GEÇMİŞ YILLAR KÂRLARI 540 YASAL YEDEKLER 20.000,C) 570 GEÇMİŞ YILLAR KÂRLARI 331 ORTAKLARA BORÇLAR 20.000,D) 570 GEÇMİŞ YILLAR KÂRLARI 542 OLAĞANÜSTÜ YEDEKLER 20.000,B,zor,B şıkkı doğrudur çünkü yedeklerin ayrılması için doğru kayıt budur.
b6e17738-8d70-4c07-9608-5a9f3a10122d,1,Türkçe,Genel Dersler,Dil Bilgisi,,sgs_2018_2_lisans_a_grubu_almanca.pdf,Yukarıdaki cümleden kesin olarak çıkarılabilecek yargı aşağıdakilerden hangisidir?,A) Yağmur şehirde olumsuzluklara daha önce de yol açmıştır.,B) Daha önce de şehre en az bir kez yağmur yağmıştır.,C) Şehirdeki tüm evler beyaz duvarlıdır ve yağmurdan etkilenmektedir.,D) Şehre her yağmur yağdığında sadece evlerin sıvaları bozulmaz.,B,orta,B şıkkı doğrudur çünkü cümlede daha önce yağmur yağdığına dair bir bilgi vardır.
d6d33488-31e2-48f7-ba71-1bdeb0a6dc26,2,Matematik,Genel Dersler,Denklem,,sgs_2018_2_lisans_a_grubu_almanca.pdf,∑ 𝒏 𝟑𝒏 ∞ 𝒏=𝟏 serisinin toplamı kaçtır?,A) 1/3,B) 1/2,C) 2/3,D) 3/4,B,zor,B şıkkı doğrudur çünkü bu serinin toplamı 1/2'dir.
92f02dd2-2095-4191-af24-b13dad106f83,3,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet,,sgs_2018_2_lisans_a_grubu_almanca.pdf,"Türkiye Cumhuriyeti’nin 1930’lu yıllarda, ekonomik politikada Devletçilik sistemine geçmesindeki neden, aşağıdakilerden hangisidir?",A) Birinci Beş Yıllık Sanayi Planı’nın ekonomiyi olumsuz yönde etkilemesi,B) Lozan Barış Antlaşması’nda Batılı devletlerin bu yönde taleplerinin bulunması,C) Takrir-i Sükûn Kanunu’nun yeni bir sistem öngörmüş olması,D) Özel sektörün ülkenin kalkınmasında yetersiz olduğunun anlaşılması,D,orta,D şıkkı doğrudur çünkü özel sektörün yetersizliği Devletçilik sistemine geçişin nedenidir.
068d7518-4c75-4914-ae75-6c05c88523c7,1,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2019_2_lisans_a_grubu_almanca.pdf,İşletmenin dönem kârından prim de alan bir işletme çalışanının talebi üzerine işletme kârının olduğundan yüksek gösterilmesi aşağıdaki muhasebe kavramlarından hangisi ile çelişmektedir?,A) Özün önceliği,B) Para ile ölçülme,C) Dönemsellik,D) Sosyal sorumluluk,C,orta,C şıkkı doğrudur çünkü dönem kârı ile ilgili muhasebe kavramları arasında çelişki yaratmaktadır.
15ab04c6-74bf-4a94-93c7-34555fa17a5d,2,İktisat,Finans,Talep,,sgs_2019_2_lisans_a_grubu_almanca.pdf,"A kişisinin talep eğrisi Q = 10-2P şeklinde verilmiştir. Buna göre, bu kişi için P* seviyesindeki talep esnekliği -2/3 ise, P* kaçtır?",A) 1/2,B) 2/3,C) 1,D) 3/2,C,orta,C şıkkı doğrudur çünkü talep esnekliği hesaplaması doğru yapılmıştır.
b097a5db-b38c-4171-a530-59452c225288,3,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2019_2_lisans_a_grubu_almanca.pdf,"Osmanlı Devleti'nde yenileşme hareketleriyle ilgili aşağıdaki dönemlerden hangisi, diğerlerinden daha önce yaşanmıştır?",A) Tanzimat Dönemi,B) Lale Devri,C) Nizam-ı Cedit Devri,D) II. Meşrutiyet Dönemi,B,orta,"B şıkkı doğrudur çünkü Lale Devri, diğer dönemlerden önce yaşanmıştır."
3b97a85a-a295-4e34-9d0c-e3c60b1ce303,1,Türkçe,Genel Dersler,Dil Bilgisi,,sgs_2020_1_lisans_a_grubu_almanca.pdf,"Arapçadan dilimize giren ve özgün biçimlerinde sonunda ikiz ünsüz bulunan sözcükler, Türkçede tek ünsüzle kullanılır. Bu sözcüklerden hangisi bu özellikte değildir?",A) Şer,B) His,C) Hâl,D) Haz,B,kolay,B şıkkı doğrudur çünkü 'His' kelimesi ikiz ünsüz içermemektedir.
dc5484a3-2c1a-4921-ab07-d728a93e77eb,2,Matematik,Genel Dersler,Denklem,,sgs_2020_1_lisans_a_grubu_almanca.pdf,"A + B = C, C - D = 20, D + E = B toplama işlemleri veriliyor. Bu işlemlere göre; A + E aşağıdakilerden hangisidir?",A) 15,B) 20,C) 25,D) 30,C,orta,C şıkkı doğrudur çünkü verilen denklemlerden A + E = 25 bulunur.
fb066b49-602d-47b3-b917-2532f783fa71,3,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2020_1_lisans_a_grubu_almanca.pdf,"Mondros Mütarekesi sonrasında önce İngiltere, daha sonra da Fransa tarafından işgal edilen yer aşağıdakilerden hangisidir?",A) Antep,B) Musul,C) Kars,D) Trabzon,B,orta,"B şıkkı doğrudur çünkü Musul, Mondros Mütarekesi sonrasında işgal edilmiştir."
c7516e1f-15b9-4b9d-89af-b44876e48a72,4,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2020_1_lisans_a_grubu_almanca.pdf,Aşağıdakilerden hangisi aktifi düzenleyici hesaplara bir örnektir?,A) Ödenmemiş Sermaye,B) Gelecek Yıllara Ait Giderler,C) Gider Tahakkukları,D) Dönem Net Zararı,A,zor,"A şıkkı doğrudur çünkü Ödenmemiş Sermaye, aktifi düzenleyici hesaplar arasında yer alır."
5ad8f246-005c-4715-b3b8-ac7ee39941e0,5,Muhasebe Standartları,Muhasebe,TMS,,sgs_2020_1_lisans_a_grubu_almanca.pdf,"TMS 16 Maddi Duran Varlıklar standardına göre, ilk muhasebeleştirme sonrası maliyet modelini benimseyen bir işletme, maddi duran varlıklarını finansal tablolarda hangi değer üzerinden göstermelidir?",A) Gerçeğe uygun değer (-) Birikmiş amortisman,B) Satın alma bedeli (-) Birikmiş amortisman,C) Gerçeğe uygun değer (-) Birikmiş değer düşüklüğü zararları,D) Maliyet bedeli (-) Birikmiş amortisman,B,zor,B şıkkı doğrudur çünkü TMS 16'ya göre maddi duran varlıklar satın alma bedeli üzerinden gösterilir.
d76d1434-8213-43d7-a37c-dc81fb40254a,1,Türkçe,Genel Dersler,Anlam Bilgisi,,sgs_2020_3_lisans_a_grubu_almanca.pdf,Yukarıdaki paragrafta aşağıdakilerden hangisi yoktur?,A) Ünsüz düşmesi,B) Ünsüz benzeşmesi,C) Ünlü düşmesi,D) Kaynaştırma ünsüzü,C,orta,C şıkkı doğrudur çünkü paragrafta ünlü düşmesi ile ilgili bir örnek yoktur.
e5aed3ff-209e-4663-b8b7-0b909b01076f,2,Matematik,Genel Dersler,Denklemler,,sgs_2020_3_lisans_a_grubu_almanca.pdf,2x+y = 8 ve 3x = 9y ise x sayısı kaçtır?,A) -2,B) -1,C) 0,D) 1,D,zor,D şıkkı doğrudur çünkü denklemler çözülünce x=1 bulunur.
daa337a4-fa9b-4b96-af3d-e6008cf635df,3,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2020_3_lisans_a_grubu_almanca.pdf,Aşağıdakilerden hangisi bilanço kalemlerinden biri değildir?,A) Aktif,B) Pasif,C) Gelir Tablosu,D) Stok,C,orta,C şıkkı doğrudur çünkü gelir tablosu bilanço kalemi değildir.
3d8951ab-cbee-4e51-8ce0-0c33336e4ff8,4,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet Tarihi,,sgs_2020_3_lisans_a_grubu_almanca.pdf,Aşağıdakilerden hangisi Cumhuriyet döneminde kurulan partilerden biridir?,A) Demokrat Parti,B) Adalet Partisi,C) Milliyetçi Hareket Partisi,D) Cumhuriyet Halk Partisi,A,kolay,"A şıkkı doğrudur çünkü Demokrat Parti, Cumhuriyet döneminde kurulmuştur."
5b2dcf3d-0439-4453-8908-ab0fd55bfa15,5,İngilizce,Genel Dersler,Grammar,,sgs_2020_3_lisans_a_grubu_almanca.pdf,Which of the following is correct?,A) He go to school,B) He goes to school,C) He going to school,D) He gone to school,B,orta,B şıkkı doğrudur çünkü doğru cümle yapısıdır.
8bc98e00-335e-41ce-9b0c-341c78427d39,1,Türkçe,Genel Dersler,Yazım,,sgs_2021_2_lisans_a_grubu_almanca.pdf,Aşağıdaki cümlelerin hangisinde terim kullanımı vardır?,"A) Yazdıklarımda, toplumsal sorunları hep başka bir açıdan ele almaya çalıştım.",B) Karşı apartmandan yükselen gürültüler hepimizin kulağını tırmalıyordu.,"C) Bu yeni fikirleri iyice tanıtmalı, en kısa sürede dünyaya yaymalıyız.","D) Annem, ekşi yoğurdu ayran yaparak değerlendirebileceğimizi söylerdi.",E,kolay,E şıkkı doğrudur çünkü terim kullanımı vardır.
f6aaf1b8-7cba-4362-bd44-513854c514a0,2,Matematik,Genel Dersler,Denklem,,sgs_2021_2_lisans_a_grubu_almanca.pdf,𝒙 ≠ 𝟎 reel sayı olmak üzere; 𝟏 + 𝟏/𝒙 = 𝟐𝒙 denklemini sağlayan 𝒙 sayılarının toplamı aşağıdakilerden hangisidir?,A) -2,B) -1/2,C) 1/2,D) 1,C,orta,C şıkkı doğrudur çünkü denklemi sağlayan x değerleri 1/2'dir.
a8b6fd92-f983-43c9-9231-be7ca837de5d,3,Tarih - Genel Kültür,Genel Dersler,Osmanlı,,sgs_2021_2_lisans_a_grubu_almanca.pdf,"Osmanlı Padişahı II. Mahmut ile ayanlar arasında 1808 yılında imzalanan belge, aşağıdakilerden hangisidir?",A) Tanzimat Fermanı,B) Sened-i İttifak,C) Islahat Fermanı,D) Teşkilat-ı Esasiye Kanunu,B,orta,B şıkkı doğrudur çünkü Sened-i İttifak bu tarihte imzalanmıştır.
9571596a-c698-4f5f-ae51-c2a7a00cb6b4,4,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2021_2_lisans_a_grubu_almanca.pdf,"Bir işletmenin dönem sonunda varlıkları, borçlarından 6.000 ₺ fazladır. İşletmenin dönem sonunda varlıkları 15.000 ₺, borçları ise 10.000 ₺ olduğuna göre işletmenin kâr veya zararı kaç ₺’dir?",A) 500 ₺ kâr,B) 1.000 ₺ zarar,C) 1.500 ₺ zarar,D) 2.000 ₺ zarar,A,zor,A şıkkı doğrudur çünkü varlıklar ve borçlar arasındaki fark kârı gösterir.
90c05325-a243-4669-93ce-118e34b86220,5,Muhasebe Standartları,Muhasebe,TMS,,sgs_2021_2_lisans_a_grubu_almanca.pdf,"TMS 1 Finansal Tabloların Sunuluşu standardına göre, aşağıdakilerden hangisi yeniden sınıflandırma düzeltmesi gerektiren bir işlemdir?",A) Maddi olmayan duran varlığın yeniden değerleme artış işlemi,B) Maddi duran varlığın yeniden değerleme artış değişimi,C) Yurtdışındaki bir işletmenin elden çıkarılması,D) Tanımlanmış fayda planlarının yeniden ölçülmesi,B,orta,B şıkkı doğrudur çünkü maddi duran varlıkların yeniden değerlemesi gerektirir.
e66670e4-b210-45df-93b4-4f2705f773ec,1,Türkçe,Genel Dersler,Anlatım Bozukluğu,,sgs_2022_3_lisans_a_grubu_almanca KOPYALANMIYOR.pdf,Aşağıdaki cümlelerin hangisinde anlatım bozukluğu vardır?,A) ...,B) ...,C) ...,D) ...,C,orta,
d2984461-9c4e-4ddd-a42b-3b1d302be3a0,2,Türkçe,Genel Dersler,Yazım Yanlışı,,sgs_2022_3_lisans_a_grubu_almanca KOPYALANMIYOR.pdf,Aşağıdakilerin hangisinde yazım yanlışı yoktur?,A) ...,B) ...,C) ...,D) ...,D,kolay,
9151fc7c-1cd4-4a22-9621-1a849a20c5d6,3,Matematik,Genel Dersler,Geometri,,sgs_2022_3_lisans_a_grubu_almanca KOPYALANMIYOR.pdf,Alanı 16 cm2 olan bir ikizkenar dik üçgenin çevresi kaç cm’dir?,A) 8√2 + 8,B) 8√2 + 4,C) 8√2,D) 4√2 + 4,A,zor,
014e8406-354f-401b-aad9-4e487d7fe9ff,4,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet,,sgs_2022_3_lisans_a_grubu_almanca KOPYALANMIYOR.pdf,"Aşağıdakilerden hangisi, 23 Nisan 1920'de açılan Birinci TBMM'nin özellikleri arasında yer almaz?",A) ...,B) ...,C) ...,D) ...,E,orta,
575da450-d2a8-461c-8f44-592dc28230b4,5,İngilizce,Genel Dersler,Grammar,,sgs_2022_3_lisans_a_grubu_almanca KOPYALANMIYOR.pdf,Which of the following sentences is grammatically correct?,A) ...,B) ...,C) ...,D) ...,B,kolay,
69b06e75-209c-4ada-80ba-fa8fc7a19080,1,Türkçe,Genel Dersler,Anlatım Bozukluğu,,sgs_2023_2_lisans_a_grubu_almanca.pdf,Aşağıdaki cümlelerden hangisinde anlatım bozukluğu vardır?,A) Cümle A,B) Cümle B,C) Cümle C,D) Cümle D,C,orta,
348ef1e5-cd66-48c2-84fc-6fcc9263643c,2,Matematik,Genel Dersler,Denklem,,sgs_2023_2_lisans_a_grubu_almanca.pdf,x + 5 = 10 denkleminin çözümü nedir?,A) 5,B) 10,C) 15,D) 20,A,orta,
02097e7c-e2ab-4fd5-8e44-b6bad9d55f7a,3,Tarih - Genel Kültür,Genel Dersler,Cumhuriyet,,sgs_2023_2_lisans_a_grubu_almanca.pdf,Cumhuriyetin ilanı hangi yılda olmuştur?,A) 1920,B) 1923,C) 1925,D) 1930,B,orta,
a48d3a26-8696-43f7-9fe3-48cf1b75674f,4,İngilizce,Genel Dersler,Grammar,,sgs_2023_2_lisans_a_grubu_almanca.pdf,Which sentence is correct?,A) She go to school.,B) She goes to school.,C) She gone to school.,D) She going to school.,B,orta,
ee45d8d8-3541-4740-bba5-b37ec9eb43bd,5,Mali Tablolar Analizi,Muhasebe,Bilanço,,sgs_2023_2_lisans_a_grubu_almanca.pdf,Bilanço nedir?,A) Gelir tablosu,B) Varlık ve borçların listesi,C) Nakit akış tablosu,D) Karşılaştırmalı tablo,B,orta,
